link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2
1,11037,3,0,393899,-82897,1,20,100,1,1
2,11037,3,0,393899,-82897,1,20,100,1,1
1,11038,3,0,393899,-82897,3,39,100,1,1
2,11038,3,0,393899,-82897,3,39,100,1,1
1,11039,3,0,393899,-82897,8,59,100,1,1
2,11039,3,0,393899,-82897,8,59,100,1,1
1,11040,3,0,393899,-82897,15,79,100,1,1
2,11040,3,0,393899,-82897,15,79,100,1,1
2,11041,3,0,393899,-82897,24,98,100,1,1
1,11041,3,0,393899,-82897,24,98,100,1,1
1,11052,3,0,393899,-82898,251,316,100,1,1
2,11052,3,0,393899,-82898,251,316,100,1,1
1,11056,4,0,393898,-82898,381,346,101,1,1
2,11056,4,0,393898,-82898,381,346,101,1,1
1,11061,4,0,393898,-82898,524,312,100,1,1
2,11061,4,0,393898,-82898,524,312,100,1,1
1,11065,4,0,393898,-82899,614,281,101,1,1
2,11065,4,0,393898,-82899,614,281,101,1,1
1,11066,4,0,393898,-82899,634,274,100,1,1
1,11068,4,0,393898,-82899,675,261,100,1,1
1,11069,4,0,393898,-82899,695,255,100,1,1
2,11069,4,0,393898,-82899,695,255,100,1,1
1,11070,4,0,393898,-82899,714,249,101,1,1
2,11070,4,0,393898,-82899,714,249,101,1,1
1,11071,4,0,393898,-82899,734,244,100,1,1
2,11071,4,0,393898,-82899,734,244,100,1,1
1,11072,4,0,393898,-82900,755,239,101,1,1
2,11072,4,0,393898,-82900,755,239,101,1,1
1,11073,4,0,393898,-82900,775,234,101,1,1
2,11073,4,0,393898,-82900,775,234,101,1,1
1,11076,4,0,393898,-82900,837,223,100,1,1
2,11076,4,0,393898,-82900,837,223,100,1,1
1,11077,4,0,393898,-82900,858,220,101,1,1
2,11077,4,0,393898,-82900,858,220,101,1,1
1,11078,4,0,393898,-82900,880,218,100,1,1
2,11078,4,0,393898,-82900,880,218,100,1,1
1,11079,4,0,393898,-82900,902,215,101,1,1
2,11079,4,0,393898,-82900,902,215,101,1,1
1,11080,4,0,393898,-82901,925,213,101,1,1
2,11080,4,0,393898,-82901,925,213,101,1,1
1,11082,4,0,393898,-82901,971,210,100,1,1
1,11083,4,0,393898,-82901,994,208,101,1,1
2,11083,4,0,393898,-82901,994,208,101,1,1
1,11085,4,0,393898,-82901,1042,206,100,1,1
2,11085,4,0,393898,-82901,1042,206,100,1,1
1,11086,4,0,393898,-82902,1066,205,101,1,1
2,11086,4,0,393898,-82902,1066,205,101,1,1
1,11087,4,0,393898,-82902,1091,204,100,1,1
2,11087,4,0,393898,-82902,1091,204,100,1,1
1,11088,4,0,393898,-82902,1115,204,101,1,1
1,11091,4,0,393898,-82902,1190,202,100,1,1
2,11091,4,0,393898,-82902,1190,202,100,1,1
1,11092,4,0,393898,-82902,1215,202,100,1,1
2,11092,4,0,393898,-82902,1215,202,100,1,1
1,11093,4,0,393898,-82902,1240,202,100,1,1
2,11093,4,0,393898,-82902,1240,202,100,1,1
1,11094,4,0,393898,-82902,1265,201,100,1,1
2,11094,4,0,393898,-82902,1265,201,100,1,1
1,11095,4,0,393898,-82902,1291,201,100,1,1
2,11095,4,0,393898,-82902,1291,201,100,1,1
1,11101,4,0,393898,-82905,1441,200,101,1,1
1,11107,4,0,393901,-82905,1588,198,101,1,1
2,11107,4,0,393901,-82905,1588,198,101,1,1
1,11112,4,0,393902,-82905,1706,197,100,1,1
2,11112,4,0,393902,-82905,1706,197,100,1,1
1,11116,4,0,393902,-82905,1798,194,100,1,1
2,11116,4,0,393902,-82905,1798,194,100,1,1
1,11120,4,0,393903,-82907,1886,192,100,1,1
2,11120,4,0,393903,-82907,1886,192,100,1,1
1,11122,4,0,393903,-82908,1930,190,100,1,1
2,11122,4,0,393903,-82908,1930,190,100,1,1
2,11125,4,0,393903,-82908,1992,188,100,1,1
1,11126,4,0,393903,-82908,2013,187,100,1,1
2,11126,4,0,393903,-82908,2013,187,100,1,1
1,11127,4,0,393903,-82908,2033,186,100,1,1
2,11127,4,0,393903,-82908,2033,186,100,1,1
1,11128,4,0,393904,-82909,2053,185,100,1,1
2,11128,4,0,393904,-82909,2053,185,100,1,1
1,11129,4,0,393904,-82909,2073,184,101,1,1
2,11129,4,0,393904,-82909,2073,184,101,1,1
1,11131,4,0,393904,-82909,2112,181,100,1,1
1,11132,4,0,393904,-82909,2132,180,100,1,1
2,11132,4,0,393904,-82909,2132,180,100,1,1
1,11133,4,0,393904,-82909,2151,179,100,1,1
2,11133,4,0,393904,-82909,2151,179,100,1,1
1,11134,4,0,393904,-82909,2169,178,100,1,1
2,11134,4,0,393904,-82909,2169,178,100,1,1
1,11135,4,0,393904,-82909,2188,177,100,1,1
2,11135,4,0,393904,-82909,2188,177,100,1,1
1,11136,4,0,393904,-82909,2206,175,100,1,1
1,11139,4,0,393904,-82909,2260,172,100,1,1
