link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2
1,3228,5,0,393954,-82921,2303,4,79,0,0
1,3237,5,0,393954,-82921,2304,0,79,0,0
1,3243,5,0,393954,-82921,2301,-1,79,0,0
1,3244,5,0,393954,-82921,2300,-2,79,0,0
1,3247,5,0,393954,-82921,2293,-7,79,0,0
1,3252,5,0,393954,-82921,2287,-9,79,0,0
2,3252,5,0,393954,-82921,2287,-9,79,0,0
1,3254,5,0,393954,-82921,2278,-17,79,0,0
2,3254,5,0,393954,-82921,2278,-17,79,0,0
1,3255,5,0,393954,-82921,2276,-17,79,0,0
1,3261,5,0,393954,-82921,2264,-17,79,0,0
1,3267,5,0,393954,-82921,2255,-15,79,0,0
2,3267,5,0,393954,-82921,2255,-15,79,0,0
1,3271,5,0,393954,-82921,2250,-14,79,0,0
2,3271,5,0,393954,-82921,2250,-14,79,0,0
1,3276,5,0,393954,-82921,2242,-15,79,0,0
2,3276,5,0,393954,-82921,2242,-15,79,0,0
1,3279,5,0,393954,-82921,2242,-11,79,0,0
1,3284,5,0,393954,-82921,2241,-7,79,0,0
2,3284,5,0,393954,-82921,2241,-7,79,0,0
1,3285,5,0,393954,-82921,2240,-8,79,0,0
2,3285,5,0,393954,-82921,2240,-8,79,0,0
1,3290,5,0,393954,-82921,2230,-12,79,0,0
2,3290,5,0,393954,-82921,2230,-12,79,0,0
1,3292,5,0,393954,-82921,2225,-15,79,0,0
2,3292,5,0,393954,-82921,2225,-15,79,0,0
1,3293,5,0,393954,-82921,2222,-16,79,0,0
1,3294,5,0,393954,-82921,2219,-17,79,0,0
2,3294,5,0,393954,-82921,2219,-17,79,0,0
1,3295,5,0,393954,-82921,2217,-17,79,0,0
2,3296,5,0,393954,-82921,2216,-17,78,0,0
1,3297,5,0,393954,-82921,2214,-18,79,0,0
1,3298,5,0,393954,-82921,2212,-17,79,0,0
2,3298,5,0,393954,-82921,2212,-17,79,0,0
1,3300,5,0,393954,-82921,2211,-15,81,0,0
1,3301,5,0,393954,-82921,2210,-14,79,0,0
2,3301,5,0,393954,-82921,2210,-14,79,0,0
1,3302,5,0,393954,-82921,2209,-14,79,0,0
2,3302,5,0,393954,-82921,2209,-14,79,0,0
1,3303,5,0,393954,-82921,2207,-14,79,0,0
2,3303,5,0,393954,-82921,2207,-14,79,0,0
1,3307,5,0,393954,-82921,2204,-12,79,0,0
2,3307,5,0,393954,-82921,2204,-12,79,0,0
1,3308,5,0,393954,-82921,2203,-11,79,0,0
2,3308,5,0,393954,-82921,2203,-11,79,0,0
1,3309,5,0,393954,-82921,2204,-10,79,0,0
2,3309,5,0,393954,-82921,2204,-10,79,0,0
1,3315,5,0,393954,-82921,2195,-11,79,0,0
1,3320,5,0,393954,-82921,2190,-10,79,0,0
2,3327,5,0,393954,-82921,2180,-12,79,0,0
1,3330,5,0,393954,-82921,2176,-12,79,0,0
2,3330,5,0,393954,-82921,2176,-12,79,0,0
1,3331,5,0,393954,-82921,2175,-13,79,0,0
1,3332,5,0,393954,-82921,2174,-12,79,0,0
2,3332,5,0,393954,-82921,2174,-12,79,0,0
1,3333,5,0,393954,-82921,2173,-11,78,0,0
2,3333,5,0,393954,-82921,2173,-11,78,0,0
1,3334,5,0,393954,-82921,2172,-11,79,0,0
2,3334,5,0,393954,-82921,2172,-11,79,0,0
1,3335,5,0,393954,-82921,2171,-11,79,0,0
1,3338,5,0,393954,-82921,2166,-13,79,0,0
2,3338,5,0,393954,-82921,2166,-13,79,0,0
1,3339,5,0,393954,-82921,2164,-14,79,0,0
1,3340,5,0,393954,-82921,2162,-14,79,0,0
1,3341,5,0,393954,-82921,2161,-14,79,0,0
2,3341,5,0,393954,-82921,2161,-14,79,0,0
1,3342,5,0,393954,-82921,2159,-14,79,0,0
1,3343,5,0,393954,-82921,2158,-13,79,0,0
2,3343,5,0,393954,-82921,2158,-13,79,0,0
1,3344,5,0,393954,-82921,2158,-12,79,0,0
1,3346,5,0,393954,-82921,2157,-11,78,0,0
2,3346,5,0,393954,-82921,2157,-11,78,0,0
1,3347,5,0,393954,-82921,2157,-10,79,0,0
2,3347,5,0,393954,-82921,2157,-10,79,0,0
1,3348,5,0,393954,-82921,2156,-10,79,0,0
2,3348,5,0,393954,-82921,2156,-10,79,0,0
2,3349,5,0,393954,-82921,2154,-10,78,0,0
1,3350,5,0,393954,-82921,2153,-11,78,0,0
1,3351,5,0,393954,-82921,2152,-11,78,0,0
2,3351,5,0,393954,-82921,2152,-11,78,0,0
1,3353,5,0,393954,-82921,2151,-10,79,0,0
1,3354,5,0,393954,-82921,2150,-9,79,0,0
1,3356,5,0,393954,-82921,2151,-7,78,0,0
2,3356,5,0,393954,-82921,2151,-7,78,0,0
1,3357,5,0,393954,-82921,2151,-6,78,0,0
2,3357,5,0,393954,-82921,2151,-6,78,0,0
1,3358,5,0,393954,-82921,2151,-5,79,0,0
2,3358,5,0,393954,-82921,2151,-5,79,0,0
1,3359,5,0,393954,-82921,2150,-6,79,0,0
2,3359,5,0,393954,-82921,2150,-6,79,0,0
2,3362,5,0,393954,-82921,2144,-9,79,0,0
1,3363,5,0,393954,-82921,2142,-11,78,0,0
2,3363,5,0,393954,-82921,2142,-11,78,0,0
1,3364,5,0,393954,-82921,2139,-12,79,0,0
2,3364,5,0,393954,-82921,2139,-12,79,0,0
1,3365,5,0,393954,-82921,2138,-12,78,0,0
1,3366,5,0,393954,-82921,2138,-11,78,0,0
2,3366,5,0,393954,-82921,2138,-11,78,0,0
1,3367,5,0,393954,-82921,2136,-11,78,0,0
2,3367,5,0,393954,-82921,2136,-11,78,0,0
1,3371,5,0,393954,-82921,2128,-14,78,0,0
2,3371,5,0,393954,-82921,2128,-14,78,0,0
2,3372,5,0,393954,-82921,2126,-15,78,0,0
1,3373,5,0,393954,-82921,2125,-14,79,0,0
2,3373,5,0,393954,-82921,2125,-14,79,0,0
1,3374,5,0,393954,-82921,2124,-14,78,0,0
2,3374,5,0,393954,-82921,2124,-14,78,0,0
1,3375,5,0,393954,-82921,2123,-13,79,0,0
1,3391,5,0,393954,-82921,2104,-11,78,0,0
1,3400,5,0,393954,-82921,2090,-13,78,0,0
1,3403,5,0,393954,-82921,2084,-15,78,0,0
2,3403,5,0,393954,-82921,2084,-15,78,0,0
1,3404,5,0,393954,-82921,2082,-15,78,0,0
2,3404,5,0,393954,-82921,2082,-15,78,0,0
1,3405,5,0,393954,-82921,2081,-15,78,0,0
2,3405,5,0,393954,-82921,2081,-15,78,0,0
1,3406,5,0,393954,-82921,2079,-15,79,0,0
2,3406,5,0,393954,-82921,2079,-15,79,0,0
1,3407,5,0,393954,-82921,2078,-15,78,0,0
2,3407,5,0,393954,-82921,2078,-15,78,0,0
1,3409,5,0,393954,-82921,2074,-16,78,0,0
2,3409,5,0,393954,-82921,2074,-16,78,0,0
1,3411,5,0,393954,-82921,2071,-15,78,0,0
2,3411,5,0,393954,-82921,2071,-15,78,0,0
1,3412,5,0,393954,-82921,2072,-13,78,0,0
2,3412,5,0,393954,-82921,2072,-13,78,0,0
1,3413,5,0,393954,-82921,2072,-12,78,0,0
2,3413,5,0,393954,-82921,2072,-12,78,0,0
1,3414,5,0,393954,-82921,2072,-10,79,0,0
2,3414,5,0,393954,-82921,2072,-10,79,0,0
1,3416,5,0,393954,-82921,2072,-9,78,0,0
2,3416,5,0,393954,-82921,2072,-9,78,0,0
1,3417,5,0,393954,-82921,2071,-8,78,0,0
2,3417,5,0,393954,-82921,2071,-8,78,0,0
1,3418,5,0,393954,-82921,2071,-8,78,0,0
2,3418,5,0,393954,-82921,2071,-8,78,0,0
1,3419,5,0,393862,-82738,2069,-8,78,0,0
1,3420,5,0,393862,-82738,2067,-10,78,0,0
1,3421,5,0,393862,-82737,2065,-11,78,0,0
2,3421,5,0,393862,-82737,2065,-11,78,0,0
1,3424,5,0,393862,-82737,2062,-11,78,0,0
1,3425,5,0,393863,-82737,2062,-9,78,0,0
2,3425,5,0,393863,-82737,2062,-9,78,0,0
1,3427,5,0,393863,-82737,2059,-10,78,0,0
2,3427,5,0,393863,-82737,2059,-10,78,0,0
2,3428,5,0,393863,-82737,2057,-11,78,0,0
1,3429,5,0,393863,-82737,2054,-13,78,0,0
2,3429,5,0,393863,-82737,2054,-13,78,0,0
1,3430,5,0,393863,-82737,2052,-14,78,0,0
2,3430,5,0,393863,-82737,2052,-14,78,0,0
1,3433,5,0,393863,-82737,2048,-14,79,0,0
2,3433,5,0,393863,-82737,2048,-14,79,0,0
1,3434,5,0,393863,-82737,2047,-13,78,0,0
2,3434,5,0,393863,-82737,2047,-13,78,0,0
1,3435,5,0,393864,-82737,2045,-13,78,0,0
2,3435,5,0,393864,-82737,2045,-13,78,0,0
1,3436,5,0,393864,-82737,2044,-13,78,0,0
2,3436,5,0,393864,-82737,2044,-13,78,0,0
