link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2
1,8594,3,16,393899,-82895,0,3,83,0,1
1,8596,3,16,393899,-82895,1,14,83,0,1
2,8596,3,16,393899,-82895,1,14,83,0,1
1,8597,3,16,393899,-82895,3,21,83,0,1
2,8597,3,16,393899,-82895,3,21,83,0,1
1,8598,3,16,393899,-82895,6,27,83,0,1
2,8598,3,16,393899,-82895,6,27,83,0,1
1,8599,3,16,393899,-82895,9,33,83,0,1
2,8599,3,16,393899,-82895,9,33,83,0,1
1,8600,3,16,393899,-82895,12,39,84,0,1
1,8602,3,16,393899,-82895,21,52,83,0,1
2,8602,3,16,393899,-82895,21,52,83,0,1
1,8603,3,16,393899,-82895,27,58,83,0,1
2,8603,3,16,393899,-82895,27,58,83,0,1
1,8604,3,16,393899,-82895,33,64,83,0,1
2,8604,3,16,393899,-82895,33,64,83,0,1
1,8605,3,16,393899,-82895,40,71,83,0,1
2,8605,3,16,393899,-82895,40,71,83,0,1
2,8606,3,16,393899,-82895,47,77,83,0,1
1,8607,3,16,393899,-82895,55,83,83,0,1
2,8607,3,16,393899,-82895,55,83,83,0,1
1,8609,3,16,393899,-82895,72,96,84,0,1
2,8609,3,16,393899,-82895,72,96,84,0,1
1,8610,3,16,393899,-82895,82,102,83,0,1
2,8610,3,16,393899,-82895,82,102,83,0,1
1,8612,3,16,393899,-82895,102,114,83,0,1
2,8612,3,16,393899,-82895,102,114,83,0,1
1,8613,3,16,393899,-82895,113,119,83,0,1
1,8614,3,16,393899,-82895,124,125,83,0,1
2,8614,3,16,393899,-82895,124,125,83,0,1
1,8616,3,16,393899,-82895,147,134,83,0,1
2,8616,3,16,393899,-82895,147,134,83,0,1
1,8617,3,16,393899,-82895,159,139,83,0,1
2,8617,3,16,393899,-82895,159,139,83,0,1
2,8618,3,16,393899,-82895,170,143,83,0,1
1,8619,3,16,393899,-82895,182,146,83,0,1
2,8619,3,16,393899,-82895,182,146,83,0,1
2,8620,3,16,393899,-82895,194,150,83,0,1
2,8621,3,16,393898,-82894,205,153,84,0,1
1,8624,3,16,393898,-82894,239,160,83,0,1
2,8624,3,16,393898,-82894,239,160,83,0,1
1,8627,3,16,393898,-82894,271,164,83,0,1
1,8628,3,16,393898,-82894,281,166,83,0,1
2,8628,3,16,393898,-82894,281,166,83,0,1
1,8629,3,16,393898,-82894,292,167,83,0,1
2,8629,3,16,393898,-82894,292,167,83,0,1
1,8630,3,16,393898,-82894,302,168,83,0,1
2,8630,3,16,393898,-82894,302,168,83,0,1
1,8631,3,16,393898,-82894,313,169,83,0,1
2,8631,3,16,393898,-82894,313,169,83,0,1
1,8634,3,16,393898,-82894,373,184,83,0,1
2,8634,3,16,393898,-82894,373,184,83,0,1
1,8635,3,16,393898,-82894,395,189,83,0,1
2,8635,3,16,393898,-82894,395,189,83,0,1
1,8636,3,16,393898,-82894,416,194,83,0,1
2,8636,3,16,393898,-82894,416,194,83,0,1
1,8637,3,16,393898,-82894,438,198,83,0,1
2,8637,3,16,393898,-82894,438,198,83,0,1
1,8638,3,16,393894,-82891,460,202,84,0,1
2,8638,3,16,393894,-82891,460,202,84,0,1
1,8639,3,16,393894,-82891,482,207,83,0,1
2,8639,3,16,393894,-82891,482,207,83,0,1
1,8642,3,16,393893,-82891,550,218,83,0,1
2,8642,3,16,393893,-82891,550,218,83,0,1
1,8643,3,16,393892,-82891,573,222,83,0,1
2,8643,3,16,393892,-82891,573,222,83,0,1
1,8644,3,16,393892,-82890,596,225,83,0,1
2,8644,3,16,393892,-82890,596,225,83,0,1
1,8645,3,16,393892,-82890,619,228,84,0,1
2,8645,3,16,393892,-82890,619,228,84,0,1
1,8647,3,16,393892,-82890,667,234,84,0,1
2,8647,3,16,393892,-82890,667,234,84,0,1
1,8648,3,16,393892,-82890,691,236,83,0,1
2,8648,3,16,393892,-82890,691,236,83,0,1
1,8649,3,16,393890,-82890,715,237,83,0,1
1,8650,3,16,393889,-82890,739,238,83,0,1
2,8650,3,16,393889,-82890,739,238,83,0,1
1,8651,4,16,393889,-82890,764,237,83,0,1
2,8651,4,16,393889,-82890,764,237,83,0,1
1,8652,4,16,393889,-82890,788,237,83,0,1
2,8652,4,16,393889,-82890,788,237,83,0,1
1,8653,4,16,393889,-82890,813,236,83,0,1
1,8654,4,16,393888,-82889,838,235,83,0,1
1,8656,4,16,393888,-82889,887,232,83,0,1
1,8658,4,16,393887,-82889,937,230,83,0,1
2,8658,4,16,393887,-82889,937,230,83,0,1
1,8659,4,16,393887,-82889,962,229,83,0,1
2,8659,4,16,393887,-82889,962,229,83,0,1
1,8660,4,16,393885,-82889,987,228,83,0,1
